RNG Hexa,RNG Index,Frame 1,Frame 2,Frame 3,Frame 4,Frame 5,Frame 6,Frame 7,Frame 8,Frame 9,Frame 10
16055df8,231,F1 (Q4) B2 (Chimera5) C3 (Elastoid6) T7 (Mask9) I8,F2 (Creeps3) B6 (Unicorn5) I9 (Q8) C1 (Jelleye7) T4,(Elastoid9) B4 (Mantis5) F6 (Q2) I8 (jelleye7) T1 (grendel3),F1 (Snake4) B2 (Elastoid5) T7 (Q6) C3 (Buel8) I9,F1 (Elastoid2) B4 (Bird5) T7 (Q3) I8 (Glacial9) C6,(Q4) F2 (Ruby5) B3 (Mantis6) T1 (Robot8) I9 (Bird7),(Elnoyle9) F1 (Giant2) B4 (Q5) T7 (Bird6) I3 (Creeps8),F1 (Biggs2) B4 (Q5) T7 (Creeps6) C3 (Giant9) I8,(Elnoyle9) F4 (Q5) T7 (Creeps6) B8 (Bird2) I1 (Chimera3),(Elastoid9) C1 (Giant4) F2 (Q5) I7 (Grat6) B3 (Grendel8)
4609d799,232,(Q4) F1 (Beast2) B5 (Creeps6) T3 (Giant9) I8 (Grat7),(Q7) F1 (Buel4) B2 (Glacial5) I8 (Snake6) C3 (Giant9),F2 (Beast3) B6 (Q5) T4 (Elastoid1) C9 (Bird7) I8,(Ruby4) B1 (Q2) F5 (Creeps6) I3 (Buel8) C9 (Mantis7),(Q4) F2 (Giant5) T1 (Glacial6) B3 (Mantis7) I8 (Chimera9),(Elastoid9) F4 (Q7) I8 (Mask5) B6 (Buel2) T1 (Creeps3),(Creeps9) F1 (Snake2) B4 (Q5) T7 (Chimera6) C3 (Mask8),(Elnoyle9) F2 (Q5) T4 (Mantis1) I7 (Snake6) C3 (Malboro8),F1 (Elnoyle2) B4 (Creeps5) T7 (Q3) C6 (Malboro9) I8,(Elnoyle9) F2 (Giant3) I6 (Q1) B5 (Creeps8) T7 (Snake4)
6d6d6a86,233,F1 (Biggs4) T7 (Mask2) B5 (Q8) I9 (Glacial6) C3,B1 (Snake2) F4 (Q5) T7 (Creeps8) I9 (Giant3) C6,(Q1) F2 (Mantis3) B6 (Jelleye5) C9 (Buel8) T7 (Snake4),F1 (Q4) B2 (Giant5) C3 (Buel6) T7 (Mask9) I8,(Q1) F2 (Unicorn3) B6 (Malboro5) T9 (Snake4) I8 (Glacial7),(Elastoid9) F1 (Snake2) B4 (King5) I8 (Beast6) C3 (Q7),(Elastoid9) F1 (Grendel2) B4 (Q5) T7 (Ruby6) I3 (Chimera8),(Biggs9) F2 (Bird3) I6 (Q5) T4 (Buel7) C8 (Creeps1),(Robot7) B3 (Chimera6) T5 (Ruby8) F9 (Jelleye4) C1 (Q2),F2 (Unicorn3) B6 (Grendel5) I9 (Creeps4) T1 (Q8) C7
998d1b4f,234,F1 (Biggs2) B4 (Q5) T7 (Malboro6) C3 (Grat9) I8,F2 (Beast3) B6 (Robot5) I9 (Q7) C8 (Grat4) T1,F3 (Beast6) T2 (Elnoyle1) C5 (Malboro4) I8 (Q7) B9,F1 (Malboro2) T4 (Beast5) B8 (Q7) C9 (Unicorn3) I6,C2 (Beast1) B4 (Malboro5) F3 (Elastoid6) T7 (Elnoyle9) I8,F1 (Q4) B2 (Giant5) C3 (Elnoyle6) T7 (Ruby8) I9,F1 (Q2) B4 (Buel5) T7 (Chimera6) C3 (Bird8) I9,B1 (Mask4) F2 (Elastoid5) T7 (Q6) C3 (Unicorn8) I9,F1 (Q2) B4 (Grendel5) T7 (Snake6) C3 (Creeps9) I8,B2 (Q1) T6 (Jelleye5) C3 (Chimera4) F9 (Ruby7) I8
3bb0e144,235,F5 (Q4) T9 (Chimera8) C6 (Elnoyle7) B3 (Snake1) I2,F1 (Elastoid4) B2 (Snake5) C3 (Biggs6) T7 (Malboro9) I8,F1 (Elastoid2) B4 (Ruby5) T7 (Glacial6) I8 (Buel3) C9,F3 (King2) B6 (Q5) I9 (Ruby4) T1 (Grendel7) C8,F1 (Q4) B2 (Chimera5) C3 (Giant6) T7 (King8) I9,(Jelleye9) F1 (Beast4) B2 (Q5) I7 (Creeps6) C3 (Glacial8),F1 (Q4) B2 (Chimera5) T7 (Ruby8) C3 (Robot9) I6,B1 (Elnoyle4) F2 (Biggs5) T7 (Q8) C3 (Grendel9) I6,(Elnoyle9) F3 (Q6) T5 (Biggs4) I2 (Chimera7) C8 (Grat1),B1 (Malboro2) F4 (Beast5) T7 (Q6) I8 (Unicorn9) C3
a958d775,236,F3 (Elastoid6) T2 (Elnoyle5) C1 (Bird4) B7 (Ruby8) I9,F3 (Creeps6) T2 (Biggs5) C1 (Elnoyle4) I7 (Mantis9) B8,F1 (Jelleye4) B2 (Beast5) T7 (Robot8) C3 (Q6) I9,F3 (Grat6) T2 (Elastoid5) C1 (Biggs4) I8 (Q9) B7,F1 (Robot2) B4 (Q5) T7 (Ruby6) C3 (Grat9) I8,B3 (Giant6) T2 (Jelleye5) C1 (Grat4) F7 (Elastoid9) I8,C1 (Q4) F2 (Malboro5) B3 (Beast6) T7 (Grat9) I8,F1 (Glacial4) B2 (Creeps5) C3 (Unicorn6) T7 (Grat9) I8,F1 (Malboro4) B2 (Bird5) C3 (Mantis6) T7 (Giant8) I9,F1 (Q4) B2 (Glacial5) C3 (Buel6) T7 (Unicorn9) I8
f68a79b2,237,F1 (King4) T7 (Q9) B2 (Chimera5) I8 (Malboro3) C6,F1 (Grendel4) T7 (Q5) B2 (Glacial6) C3 (Grat9) I8,F2 (Unicorn3) B6 (Chimera5) I9 (Creeps4) T1 (Snake8) C7,F2 (Grendel3) B6 (Q5) C9 (Elnoyle7) T8 (Mantis4) I1,(Q3) T2 (Beast5) C1 (Creeps4) I9 (Jelleye8) B7 (Chimera6),B3 (Q2) T1 (King4) F6 (Malboro5) C9 (Jelleye8) I7,(Biggs9) B1 (Q2) F4 (Mask7) I8 (Creeps5) C6 (Buel3),(Q1) F3 (Chimera2) B6 (King5) T9 (Grat8) C7 (Glacial4),(Q4) F1 (Mask2) B5 (Malboro8) T7 (Beast6) C3 (Snake9),(Q1) B3 (King2) C6 (Grendel5) F9 (Buel8) T7 (Jelleye4)
eec37d8b,238,(Q1) F3 (Robot2) B6 (King5) C9 (Mantis8) T7 (Grat4),(Elnoyle9) B2 (Robot5) T4 (Q7) C1 (King3) I8 (Unicorn6),(Malboro7) F3 (Giant2) B6 (Q5) C9 (Mantis4) I8 (Grat1),F2 (King5) T4 (Biggs7) C1 (Q8) I9 (Unicorn6) B3,F3 (Q2) B6 (Mask5) T4 (Beast7) C1 (Buel8) I9,F1 (Snake2) B4 (Buel5) T7 (Q6) I8 (Robot3) C9,F2 (Q5) T4 (Chimera7) C1 (Jelleye6) B3 (Elnoyle9) I8,F1 (Q4) B2 (Buel5) T7 (Glacial8) C3 (Grat9) I6,F1 (Elastoid2) B4 (Beast5) T7 (Bird8) I9 (Glacial3) C6,F1 (Mask2) B4 (Q5) T7 (Creeps6) C3 (Grendel9) I8
9d769750,239,(Elastoid9) F6 (Q5) T4 (Malboro7) I8 (Jelleye1) C2 (Creeps3),(Q4) F2 (King5) T1 (Mask3) B6 (Ruby8) C9 (Unicorn7),(Elnoyle9) F1 (Chimera2) B4 (Q5) T7 (Mantis6) I3 (King8),F3 (Bird6) T2 (Q5) C1 (Malboro4) B9 (Unicorn7) I8,(Elnoyle9) T5 (Q8) I7 (Beast4) B6 (Mantis2) F3 (Jelleye1),(Q4) F2 (Robot5) B3 (Glacial6) T1 (Buel9) I8 (Unicorn7),(Elnoyle9) F1 (Q4) B2 (Beast5) I8 (Bird3) C6 (Grat7),(Biggs9) F2 (Q1) T6 (Grendel5) C3 (Glacial8) I7 (Creeps4),(Elastoid9) F2 (King3) I6 (beast5) T1 (Q4) B8 (Glacial7),(Elastoid9) F1 (Q2) B4 (Robot5) T7 (Mask6) C3 (Bird8)
b4f63b11,240,(Biggs9) F1 (Robot2) B4 (Giant5) T7 (Q6) I8 (Bird3),F3 (Beast6) T2 (Q5) C1 (Creeps4) B9 (Bird8) I7,F1 (Q4) B2 (Beast5) T7 (Creeps6) C3 (Giant9) I8,B2 (Elnoyle1) T6 (Elastoid5) C3 (Malboro9) I8 (Q4) F7,F3 (Q2) C6 (Giant5) T1 (Elnoyle4) B9 (Jelleye8) I7,F3 (Biggs2) B6 (Q5) T4 (Malboro7) C1 (Giant8) I9,F2 (Q5) T4 (Beast7) C1 (Mask8) B3 (Chimera9) I6,F1 (Buel4) B2 (Elastoid5) T7 (Q8) C6 (Ruby9) I3,F1 (Beast2) B4 (Q5) T7 (Ruby6) C3 (Buel9) I8,T6 (Biggs9) B2 (Q5) C3 (Mask8) I7 (Unicorn4) F1
a53e299e,241,(Elastoid9) F3 (Mask6) T5 (Malboro4) I2 (Q8) B7 (Giant1),F3 (Elnoyle6) T2 (Biggs1) I9 (Unicorn5) C4 (Q8) B7,(Giant9) F1 (Jelleye4) B2 (Q5) I8 (Beast3) C7 (Bird6),(Elastoid9) F2 (Chimera3) I6 (Q4) T1 (Biggs5) C8 (Unicorn7),F3 (Grendel2) B6 (Bird5) T1 (Jelleye4) I8 (Glacial7) C9,(Q9) F1 (Creeps2) I8 (Giant4) T5 (Bird6) C3 (Mantis7),(Q4) F2 (Glacial5) T1 (Bird3) C6 (Jelleye9) I8 (Mask7),(Biggs9) F2 (Robot3) I6 (Creeps5) B8 (Q4) T1 (Buel7),(Biggs9) F1 (Bird2) B4 (Q5) T7 (Malboro6) I3 (Glacial8),(Creeps9) F1 (Giant2) B4 (Q5) T7 (Snake6) I8 (Bird3)
a4825987,242,T6 (Unicorn9) F2 (Q5) C3 (Giant4) B1 (King7) I8,(Snake9) F1 (Giant2) B4 (Q5) T7 (Chimera8) I6 (Grendel3),F1 (Q4) B2 (Beast5) C3 (Robot6) T7 (Mantis8) I9,B1 (King4) F2 (elastoid5) I7 (Snake6) C3 (Q8) T9,(Elastoid9) F1 (Q2) B4 (Beast5) T7 (Buel8) I6 (Snake3),(Snake9) F1 (Q4) B2 (Mask5) I8 (Ruby6) C3 (Creeps7),(Q6) F1 (King2) I3 (Ruby4) C5 (Beast7) T8 (Grendel9),(Q7) F1 (Creeps2) T4 (Giant3) I8 (Glacial9) C5 (Grat6),F1 (Grendel2) B4 (Mask5) T7 (Q6) C3 (King8) I9,(Elnoyle9) F1 (King2) B4 (Q5) T7 (Robot6) I3 (Grendel8)
b4748c1c,243,(Q7) F2 (Robot3) B5 (Glacial6) I8 (Mantis1) C4 (Buel9),(Q1) F2 (Glacial3) B5 (King6) I9 (Beast4) C8 (Jelleye7),F1 (Mask4) B2 (Malboro5) T7 (Q6) C3 (Bird8) I9,(Robot4) F3 (Q2) T1 (King7) I8 (Chimera9) C5 (Grendel6),F3 (Malboro2) B6 (Q5) T4 (Chimera7) C1 (Biggs9) I8,F1 (Malboro4) B2 (Biggs5) C3 (Snake6) T8 (Chimera9) I7,F2 (Mask1) B4 (King5) C3 (Elastoid6) T7 (Elnoyle8) I9,(Biggs9) F3 (Q6) T5 (Malboro4) I2 (Unicorn8) B7 (Grendel1),(Q4) F3 (Jelleye6) T2 (King5) C1 (Bird8) B9 (Snake7),(Biggs9) B1 (Jelleye4) T7 (Giant5) C2 (Mask6) I8 (Q3)
f88d9e6d,244,(Buel9) F1 (Q4) B2 (Grat5) C3 (Ruby8) T7 (Grendel6),(Biggs9) F1 (Robot4) B2 (Q5) C3 (King6) I7 (Mask8),(Q7) F1 (Grendel2) T4 (Mantis8) B5 (Buel9) C6 (Grat3),F1 (Q4) B2 (Malboro5) C3 (Mantis6) T7 (Glacial9) I8,(Bird9) F2 (Giant1) T6 (King3) C5 (Buel4) I8 (Q7),(Unicorn7) F2 (Q1) T6 (Ruby9) I8 (Grendel3) C5 (Snake4),(Biggs9) C1 (Beast2) F4 (Mantis5) T7 (Q6) B8 (Chimera3),F2 (Glacial3) B6 (Q5) C9 (Unicorn4) I1 (Grat7) T8,(Elastoid9) F3 (Beast2) I6 (Q1) B5 (Mask4) C8 (Creeps7),(Snake9) F2 (Q1) T6 (Creeps5) C3 (Mantis8) I7 (Robot4)
d8e0664a,245,F1 (Robot2) B4 (Chimera5) T7 (Q6) C3 (Giant8) I9,F2 (Chimera1) B4 (Q5) T7 (Grendel8) I9 (King3) C6,F2 (Chimera3) B6 (Q5) I9 (Robot7) C8 (Unicorn1) T4,F1 (Ruby4) B2 (Glacial5) T7 (Q3) C6 (Mask9) I8,F1 (Q4) B2 (Grendel5) C3 (Elastoid6) T7 (King9) I8,T6 (Q9) I8 (King1) B2 (Grat5) C3 (Bird7) F4,(Elastoid9) T2 (Giant1) B5 (Robot4) I7 (Glacial6) C8 (Q3),F1 (Elnoyle4) B2 (King5) T7 (Q6) C3 (Malboro8) I9,B1 (Elnoyle2) F4 (Mask5) T7 (Q6) C3 (Creeps8) I9,B1 (Elastoid4) F2 (Elnoyle5) T7 (Q6) C3 (Mantis8) I9
772dab43,246,F1 (Q4) B2 (Unicorn5) T7 (Creeps8) C9 (Snake6) I3,T6 (Chimera9) F2 (Q5) C3 (Bird4) B1 (Beast8) I7,(Bird7) F2 (Chimera3) B6 (Q5) I4 (Ruby9) T8 (Mask1),(Q4) F3 (Malboro2) B6 (Giant5) T1 (Unicorn9) I8 (Glacial7),(Elnoyle9) B6 (Q5) T4 (Elastoid7) F8 (King1) I2 (Chimera3),(Elastoid9) F1 (Bird2) B4 (Buel5) T7 (Q8) C6 (Glacial3),(Elnoyle9) C1 (Bird4) T7 (Snake5) I2 (Q6) B8 (Ruby3),(King7) F2 (jelleye3) B6 (Q5) I8 (Malboro1) C9 (Glacial4),(Q6) F1 (Beast2) B4 (King5) T7 (Creeps3) I8 (Buel9),F3 (Q2) B6 (Elnoyle9) T5 (Bird4) C8 (Snake7) I1
6c878ba8,247,(Biggs9) F1 (Elastoid2) B4 (Q5) T7 (Chimera8) I6 (Malboro3),(Q4) F2 (Mask5) B3 (Buel6) T1 (Mantis9) I8 (Creeps7),(Elnoyle9) F1 (Ruby2) B4 (Q5) T7 (Robot6) C3 (Creeps8),F3 (Grendel2) B6 (Q5) T4 (Giant7) C1 (Jelleye9) I8,F2 (Bird3) B6 (Q5) C9 (Glacial8) T1 (Grat7) I4,F2 (Q5) T4 (Snake7) C1 (Biggs6) B3 (Giant8) I9,F2 (Snake3) B6 (Bird5) T1 (Grat4) C8 (Q9) I7,(Biggs9) F2 (Q1) T6 (Unicorn5) C3 (Giant8) I7 (Grendel4),F1 (Robot2) B4 (Snake5) T7 (Q8) I9 (Mantis6) C3,F3 (Q2) T1 (Beast4) B6 (King5) C9 (Buel8) I7
564a5d89,248,F3 (King2) B6 (Bird5) T1 (Malboro4) I7 (Q9) C8,F2 (Q5) T4 (Jelleye7) C1 (Ruby3) I8 (Malboro9) B6,F1 (Creeps4) T7 (Q9) B2 (Buel5) I8 (Giant3) C6,F2 (Q5) T4 (Giant1) B3 (Ruby6) C7 (Bird9) I8,F2 (Grendel1) B4 (Elnoyle5) C3 (Unicorn6) T7 (Jelleye9) I8,F2 (Beast1) B4 (Jelleye5) C3 (Elnoyle6) T7 (Biggs9) I8,B3 (Q2) F6 (Biggs5) I9 (Robot8) T7 (Beast1) C4,F1 (Elnoyle2) B4 (Elastoid5) T7 (Q8) I9 (Mantis6) C3,B2 (Malboro3) F6 (Q5) T4 (Beast7) C1 (Giant9) I8,C2 (Jelleye3) B6 (Q5) T1 (Elastoid4) F9 (King7) I8
3dd5dbb6,249,F3 (Biggs6) B9 (Q8) T2 (Grendel5) C1 (King7) I4,F2 (Chimera3) B6 (Q5) T4 (Bird7) C1 (Biggs9) I8,B1 (Elastoid4) F2 (Grendel5) C3 (Glacial6) T7 (Mantis9) I8,F2 (Malboro3) B6 (Q5) T4 (King7) C1 (Ruby8) I9,F1 (Q4) B2 (Snake5) C3 (Beast8) T7 (King9) I6,F1 (Q2) B4 (Biggs5) T7 (Buel8) I9 (Ruby6) C3,F1 (Q2) B4 (Giant5) T7 (Glacial6) C3 (Mask8) I9,(Biggs9) B2 (Mask1) T6 (Q5) C3 (Elastoid4) I7 (Bird8),(Q4) F1 (Mask2) B5 (Grendel6) T3 (Bird9) I8 (Ruby7),F2 (Grendel1) B4 (Q5) T7 (Biggs8) C3 (Mantis9) I6
3c1f2ebf,250,F1 (Buel2) B4 (Robot5) T7 (Malboro6) I8 (Q3) C9,F1 (Elnoyle4) T7 (Chimera8) B2 (Q5) I9 (Bird6) C3,F3 (Giant2) B6 (Q5) T4 (Grendel1) C7 (Malboro9) I8,F1 (Creeps4) B2 (Unicorn5) T7 (Q8) C3 (Chimera9) I6,F2 (Grendel3) B6 (Q5) T4 (Elastoid7) C1 (Elnoyle9) I8,(Elnoyle9) F2 (Ruby3) I6 (Chimera5) B8 (Q4) T1 (Elastoid7),B1 (Q2) F4 (Mantis5) T7 (Grendel8) I9 (Giant6) C3,F4 (Elastoid7) B3 (Q2) T1 (Biggs6) I9 (Beast5) C8,F1 (Jelleye4) B2 (Grat5) T7 (Q8) I6 (Glacial3) C9,(Bird8) F3 (Q6) T5 (Ruby2) I9 (Grat4) C7 (Buel1)
e91721f4,251,F1 (Unicorn2) B4 (Bird5) T7 (Chimera6) C3 (Q8) I9,F1 (Grendel2) B4 (Q5) T7 (Malboro8) I9 (King3) C6,F1 (Elnoyle2) B4 (Mantis5) C6 (Beast3) T7 (Malboro9) I8,F1 (Grendel4) B2 (Snake5) T7 (Q6) C3 (Unicorn8) I9,(Elnoyle9) F6 (Q5) T4 (Mantis7) C8 (Robot1) I2 (Malboro3),F3 (King2) B6 (Q5) T4 (Elnoyle7) C1 (Jelleye9) I8,(Biggs9) B1 (Beast2) F4 (Q5) I6 (Elastoid8) C7 (Jelleye3),(Giant7) F3 (Robot6) T5 (Jelleye8) C9 (Q4) I2 (Chimera1),F3 (Jelleye6) T2 (Q5) B9 (Buel8) I7 (Elastoid1) C4,(Creeps3) F2 (Q1) B6 (Beast5) C9 (Buel8) I7 (Mantis4)
f6339465,252,(Q1) F3 (Giant2) B6 (Grendel5) T9 (Grat8) C7 (Glacial4),(Elastoid9) F6 (Q3) T5 (Malboro4) I7 (Glacial2) C8 (Robot1),(Elnoyle9) B1 (Robot2) F4 (Ruby5) T7 (Grat6) I8 (Q3),(Q7) F1 (Malboro2) T4 (Snake8) I5 (Giant9) C3 (Mask6),(Chimera7) F1 (Q2) T4 (Grat8) B9 (Malboro3) C6 (Glacial5),(Elastoid9) F1 (Creeps2) B4 (Q5) T7 (Malboro8) I6 (Snake3),(Mantis7) F1 (Q4) B2 (Grendel3) T5 (Buel6) I8 (Ruby9),(Elnoyle9) F1 (Ruby2) B4 (Q5) I6 (Jelleye3) T7 (Unicorn8),(Buel9) F2 (Beast3) B6 (Q5) I8 (Mantis4) T1 (Snake7),(Biggs9) F1 (Glacial2) B4 (Creeps5) T7 (Bird6) C3 (Q8)
5a3bf5e2,253,(Q4) F5 (Robot2) T1 (Snake8) C6 (Mask9) B3 (King7),(Elnoyle9) F1 (Grat4) B2 (Malboro5) I8 (Q6) C3 (Snake7),(Malboro7) F3 (Grendel2) B6 (Q5) C9 (Mantis4) T1 (Jelleye8),(Giant4) F3 (Q2) T1 (King9) B6 (Grat8) C5 (Glacial7),F1 (Snake4) B2 (King5) T7 (Grendel6) C3 (Malboro9) I8,(Q4) F6 (Robot5) B9 (Mantis8) T7 (Buel3) C2 (Grat1),(Elnoyle9) F1 (Glacial2) B4 (Giant5) T7 (Q6) C3 (Malboro8),C1 (Biggs4) T7 (Q6) F2 (Bird5) I8 (Robot3) B9,(Unicorn7) F3 (Q6) T5 (Ruby8) C9 (King4) I2 (Beast1),F1 (Chimera2) B4 (Q5) T7 (Elastoid8) C9 (Unicorn6) I3
43625ffb,254,F4 (Q7) B3 (Elastoid6) T2 (Mantis5) C1 (Ruby8) I9,F2 (Chimera5) T4 (Q7) I8 (Elnoyle3) C1 (Robot9) B6,(Elastoid9) F1 (Q4) B2 (Grendel5) I8 (Buel6) C3 (Grat7),(Biggs9) F2 (Robot3) I6 (Glacial8) C5 (Q4) T7 (Creeps1),(Q4) F1 (Jelleye2) B5 (Mantis8) T7 (Grat6) C9 (Creeps3),(Q4) F3 (Buel9) I8 (Giant6) C5 (Malboro2) T1 (Grat7),(Grendel7) F1 (Glacial2) T4 (Q3) I8 (Giant5) C9 (Buel6),(Malboro9) F1 (Q2) B4 (Ruby5) T7 (Bird8) C6 (Unicorn3),(Giant8) F1 (Grendel2) B4 (Chimera7) I5 (Q3) C9 (Buel6),F1 (Mask2) B4 (Q5) T7 (Mantis6) C3 (Glacial9) I8
54a19b00,255,F2 (Q3) B5 (Biggs4) C1 (Mantis6) T7 (Unicorn8) I9,F1 (Bird4) B2 (Q5) T7 (Unicorn9) C8 (Glacial6) I3,B1 (Malboro4) F2 (Q5) T7 (Creeps6) C3 (Giant9) I8,F2 (Jelleye3) B6 (Chimera5) I9 (Q4) T1 (Biggs7) C8,(Q7) F1 (Mantis2) T4 (Grendel8) B9 (Unicorn5) I6 (Buel3),F1 (Q4) B2 (Glacial5) T7 (Giant8) I9 (Malboro3) C6,(Grendel4) F2 (Q5) B7 (Glacial8) C9 (Jelleye1) I6 (Snake3),(Q4) F2 (Grendel5) T1 (Creeps3) B6 (Robot9) I8 (Unicorn7),(Robot7) F2 (Q5) B3 (Bird6) C9 (Jelleye4) I8 (Mantis1),(Elastoid9) F1 (Chimera2) B4 (Q5) I6 (Snake8) C7 (Jelleye3)
95481f01,256,B1 (Elnoyle2) F4 (Biggs5) T7 (Mask6) I8 (Q3) C9,F1 (Chimera4) B2 (Glacial5) T7 (Snake6) C3 (Q8) I9,F1 (King2) B4 (Malboro5) T7 (Q6) C3 (Creeps8) I9,(Biggs9) F1 (Q2) B4 (Creeps5) T7 (King6) I8 (Glacial3),F1 (King4) B2 (Beast5) T7 (Q6) C3 (Ruby8) I9,B2 (Jelleye3) F6 (Q5) T4 (Ruby1) C7 (Mask9) I8,F2 (Mantis3) B6 (Q5) I9 (Grendel4) T1 (Jelleye8) C7,(Elastoid9) B1 (Buel2) F4 (Q5) I6 (Beast7) C3 (Biggs8),F3 (Mask2) B6 (Q5) I9 (Bird7) C8 (Grat4) T1,F2 (Beast1) B4 (Robot5) C3 (Elnoyle6) T7 (Snake9) I8
5354e0ce,257,(Bird9) F2 (Grendel3) B6 (Q5) I8 (Snake7) T4 (Unicorn1),(Biggs9) F1 (Q4) T7 (Mantis5) I2 (King6) B8 (Creeps3),(Biggs9) F1 (Mantis2) B4 (Glacial5) T7 (Bird6) C3 (Q8),(Giant9) F1 (Q4) B2 (Malboro5) I8 (Beast3) C6 (Jelleye7),F1 (Q4) B2 (Giant5) C3 (Biggs6) T7 (Bird9) I8,F1 (Unicorn2) B4 (Q5) T7 (Giant9) C8 (Malboro6) I3,(Elnoyle9) F5 (Robot8) T7 (Q4) B6 (Chimera2) I1 (Snake3),(Beast9) F1 (Giant2) B4 (Q5) T7 (King6) I3 (Glacial8),(Elnoyle9) F1 (Chimera2) B4 (Q5) T7 (Unicorn6) I3 (Snake8),(Beast3) F1 (Buel2) B4 (Bird5) T7 (Q6) I8 (Robot9)
eb307af7,258,(Q1) F2 (Snake3) B6 (King5) C9 (Buel8) I7 (Ruby4),(Biggs9) F1 (Elnoyle2) B4 (Q5) T7 (Ruby6) I3 (Giant8),F2 (Grendel1) T6 (Biggs5) C3 (Jelleye9) B4 (Q8) I7,B1 (Mask2) F4 (Biggs5) T7 (Q6) C3 (Robot8) I9,(Elnoyle9) B2 (Q1) T6 (King5) C3 (Mantis4) I8 (Unicorn7),(Elnoyle9) F6 (Giant3) T5 (Q8) I2 (Unicorn7) C4 (Biggs1),B5 (Q2) T9 (Beast8) C6 (Biggs4) F7 (Bird3) I1,T6 (Elastoid9) B2 (Q5) C3 (Elnoyle4) F1 (Jelleye7) I8,F1 (Chimera2) B4 (Buel5) T7 (Q6) C3 (Glacial8) I9,C1 (King2) B4 (Jelleye5) T7 (Q6) F3 (Robot8) I9
470802cc,259,F2 (Q5) T4 (Biggs7) I8 (Robot3) C1 (Mantis9) B6,(Elnoyle9) F1 (Buel4) B2 (Q5) T7 (Grat6) C3 (Giant8),F3 (Elnoyle6) T2 (Q5) I9 (Beast8) C1 (Malboro7) B4,F1 (Snake4) B2 (Q5) T7 (Bird6) C3 (Buel9) I8,C1 (King2) B4 (Unicorn5) T7 (Q6) F3 (Grendel8) I9,F1 (Q4) B2 (Robot5) T7 (Giant6) C3 (Unicorn9) I8,F1 (Giant2) B4 (Chimera5) T7 (Q8) I9 (Ruby3) C6,(Q1) F2 (Chimera3) B5 (Robot6) I9 (Malboro4) C8 (Ruby7),F1 (Q4) B2 (Giant5) T7 (Robot6) C3 (Grendel9) I8,F2 (Biggs3) B6 (Q5) C9 (Elastoid4) I1 (Ruby7) T8
4c5a995d,260,(Elnoyle9) F1 (Jelleye2) B4 (Robot5) T7 (Q3) I8 (Mantis6),(Q7) F2 (Giant3) I8 (Bird5) C9 (Glacial4) T1 (Unicorn6),(Elastoid9) F1 (Ruby2) B4 (Mask6) I8 (Jelleye6) C3 (Q7),(Q9) F2 (Mask3) I8 (Ruby1) B7 (Creeps5) T4 (Grendel6),B2 (Jelleye5) F6 (Giant9) I8 (Unicorn1) C3 (Creeps7) T4,F2 (Jelleye3) B6 (Q5) C9 (Grat7) T8 (Elnoyle4) I1,(Q9) I8 (Creeps7) B6 (Jelleye3) F5 (Mantis4) T2 (Glacial1),(Elastoid9) B2 (Bird1) F4 (Mantis5) T7 (Grat6) C3 (Q8),(Biggs9) B2 (Elnoyle3) I6 (Mantis1) C5 (Q4) F8 (Glacial7),(Biggs9) F1 (Robot2) B4 (Buel5) T7 (Q6) C8 (Snake3)
57b3887a,261,(Giant7) F6 (Q3) T2 (Robot5) I8 (Snake9) C4 (Bird1),F1 (Q4) B2 (Unicorn5) T7 (Creeps8) C3 (Malboro9) I6,F1 (Q4) B2 (Creeps5) T7 (King8) I9 (Bird6) C3,(Elnoyle9) F1 (Q4) T7 (Giant5) C2 (Unicorn6) I8 (Grendel3),(Q3) F1 (Grendel2) B4 (Snake5) T7 (Mantis6) I8 (Bird9),XX,XX,XX,XX,XX
e12c7bb3,262,(Biggs9) B2 (Q1) T6 (Mask5) C3 (Beast4) I8 (Glacial7),(Q4) F2 (Chimera5) B3 (Glacial6) T1 (Snake8) I9 (Bird7),(Elastoid9) B2 (Q1) T6 (Mantis5) C3 (Giant4) I8 (Glacial7),(Elastoid9) F1 (Bird4) T7 (Ruby5) C2 (Glacial6) I8 (Q3),(Jelleye9) B2 (Malboro3) I6 (Q7) C8 (Grat5) T4 (Bird1),F3 (Beast6) I9 (Q7) C8 (Biggs5) T2 (Malboro4) B1,(Q1) F2 (Creeps3) B6 (Malboro5) T9 (Glacial4) I8 (Grat7),(Grendel7) F1 (Robot2) T4 (Q3) I8 (Bird9) C5 (Malboro6),F2 (Grendel3) B6 (Q5) C9 (Buel7) T8 (Jelleye4) I1,F2 (Q1) T6 (Mantis9) I8 (Ruby3) C5 (Unicorn7) B4
